timestamp,lat,lon,alt,delta_alt,vel_n,vel_e,vel_d,yaw,eph,epv,terrain_alt,lat_lon_reset_counter,alt_reset_counter,terrain_alt_valid,dead_reckoning
1996647959,40.810247764,-77.8706209121,344.94,-0.0,-0.0773213,0.165879,0.0670041,-0.938174,4.27833,5.05312,0.0,2,0,0,0
1996847963,40.810247027,-77.870620579,344.905,-0.0,-0.0843684,0.172068,0.113871,-0.918571,4.27791,5.05798,0.0,2,0,0,0
1997051981,40.8102463874,-77.8706212634,344.814,-0.0,-0.0824215,0.135647,0.165164,-0.888635,4.26717,5.05055,0.0,2,0,0,0
1997252015,40.8102452573,-77.8706217167,344.73,-0.0,-0.106403,0.116137,0.0862741,-0.856227,4.26596,5.05519,0.0,2,0,0,0
1997455976,40.8102436963,-77.8706221093,344.7,-0.0,-0.129513,0.0933335,-0.0455364,-0.82178,4.26588,5.04847,0.0,2,0,0,0
1997660002,40.810241823,-77.8706224849,344.695,-0.0,-0.161443,0.0697418,-0.0998729,-0.786357,4.26466,5.05297,0.0,2,0,0,0
1997863990,40.8102396081,-77.8706219692,344.716,-0.0,-0.204257,0.0685265,-0.0708295,-0.748887,4.23225,5.05757,0.0,2,0,0,0
1998063972,40.8102375574,-77.8706214979,344.722,-0.0,-0.235718,0.0715249,0.00638123,-0.708207,4.2273,5.05035,0.0,2,0,0,0
1998267965,40.8102357332,-77.8706211774,344.717,-0.0,-0.255098,0.0677062,0.0733948,-0.66168,4.2229,5.05483,0.0,2,0,0,0
1998471947,40.8102340445,-77.8706210358,344.71,-0.0,-0.27034,0.0534277,0.124337,-0.60852,4.2204,5.04813,0.0,2,0,0,0
1998672305,40.8102325955,-77.8706207147,344.718,-0.0,-0.28111,0.0458158,0.166421,-0.551114,4.21728,5.05253,0.0,2,0,0,0
1998871978,40.8102310861,-77.8706201479,344.708,-0.0,-0.285426,0.035537,0.216271,-0.489335,4.21414,5.05719,0.0,2,0,0,0
1999075980,40.8102295446,-77.8706193946,344.689,-0.0,-0.293258,0.0264184,0.264871,-0.442467,4.21078,5.05007,0.0,2,0,0,0
1999279995,40.8102282718,-77.8706183036,344.658,-0.0,-0.289707,0.0359371,0.292698,-0.413337,4.20918,5.05478,0.0,2,0,0,0
1999483990,40.8102269335,-77.870617465,344.616,-0.0,-0.30931,0.0402748,0.326091,-0.39836,4.20663,5.04792,0.0,2,0,0,0
1999683958,40.8102251902,-77.8706169292,344.587,-0.0,-0.341616,0.0381064,0.367755,-0.394084,4.20613,5.05237,0.0,2,0,0,0
1999888193,40.8102224557,-77.8706157562,344.53,-0.0,-0.402347,0.0406077,0.445582,-0.398447,4.20642,5.05731,0.0,2,0,0,0
2000087950,40.8102191729,-77.8706142377,344.475,-0.0,-0.477489,0.0573533,0.515434,-0.418839,4.20613,5.05029,0.0,2,0,0,0
2000291960,40.8102163614,-77.8706134991,344.403,-0.0,-0.543624,0.0740204,0.574885,-0.455667,4.20233,5.05476,0.0,2,0,0,0
2000492007,40.8102143761,-77.8706138578,344.33,-0.0,-0.575863,0.0643448,0.495507,-0.511353,4.19857,5.05949,0.0,2,0,0,0
2000692229,40.8102129648,-77.8706144038,344.291,-0.0,-0.564857,0.0402942,0.38014,-0.582005,4.19469,5.05209,0.0,2,0,0,0
2000895955,40.8102116656,-77.8706148932,344.274,-0.0,-0.537322,-0.00930587,0.231995,-0.665597,4.19337,5.05691,0.0,2,0,0,0
2001099956,40.8102101168,-77.8706151858,344.238,-0.0,-0.543729,-0.016067,0.151328,-0.75963,4.19131,5.04984,0.0,2,0,0,0
2001303951,40.8102084441,-77.8706151719,344.205,-0.0,-0.563907,-0.0100989,0.0467469,-0.858382,4.19114,5.05456,0.0,2,0,0,0
2001503958,40.810206793,-77.8706149655,344.204,-0.0,-0.577589,0.0135398,-0.06258,-0.957757,4.18722,5.04765,0.0,2,0,0,0
2001708005,40.8102055473,-77.8706152035,344.188,-0.0,-0.581737,0.0151175,-0.181342,-1.06153,4.18346,5.05191,0.0,2,0,0,0
2001911963,40.8102043198,-77.8706152746,344.211,-0.0,-0.600028,0.0286862,-0.276216,-1.16966,4.18411,5.0568,0.0,2,0,0,0
2002111991,40.8102027562,-77.8706149803,344.262,-0.0,-0.61281,0.048081,-0.341876,-1.28114,4.18401,5.04981,0.0,2,0,0,0
